"barcode","speciesFolderId","imageCount","verbatimFamily","verbatimSpecies","verbatimAuthorSpecimen","verbatimGenus","verbatimRank2","verbatimSpecies2","verbatimAuthor2","verbatimRank3","verbatimSpecies3","verbatimAuthor3","countryId","verbatimCountry","stateProvinceTerritory","municipality","verbatimLocality","latLongUnitId","isGPS","latitudeDeg","latitudeMin","latitudeSec","latitudeHem","longitudeDeg","longitudeMin","longitudeSec","longitudeHem","longitudeHemDecimalMinutes","latitudeHemDecimalMinutes","longitudeDecimalDegrees","latitudeDecimalDegrees","latitudeDegreesDecMins","latitudeMinutesDecMins","longitudeDegreesDecMins","longitudeMinutesDecMins","verbatimLatitude","verbatimLongitude","gridRef","altitudeUnitId","altitude","altitudeMax","altitudeMin","verbatimAltitude","collectorId1","collectorId2","collectorId3","collectorId4","collectorId5","verbatimCollector1","verbatimCollector2","verbatimCollector3","verbatimCollector4","verbatimCollector5","collectorNumber","collectionDD","collectionMM","collectionYYYY","collectionDD2","collectionMM2","collectionYYYY2","verbatimCollectionDate","speciesHomonymFlag","cultivated","multiSpecimenNoBarcode","multiSpecimen","additionalBarcode","obscured","restrictions","testData","isSpecimenAType","specimenIsPhoto","specimenIsIllustration","specimenIsCapsule","isNonRomanScript","MSBSerialNumber","LCDNumber","DNABankNumber","specimenNotes","capturerId","captureStationId","captureTimeStamp","captureNotes","transcriberId","transcriptionTimeStamp","imageStateId","transcriptionStateId","kewImageQAUserId","maxImageQAUserId","kewTranscriptionQAUserId","kewImageQATimeStamp","maxImageQATimeStamp","kewTranscriptionQATimeStamp","currentlyBeingEditedby","cultName","cultMM","cultMM2","cultDD","cultDD2","cultYYYY","cultYYYY2","cultCountry","cultVerbatimLocality","cultVerbatimDate","collectorIdCultivated","cultVerbCollectName","cultCollectNum","cultInstitution","cultVerbInstName","requiresRemounting","isDamaged","requiresReview","imagedByMax","singleViewedBy","url","lastSpecimenState","lastModified","deliveredOnDate","boxId","speciesId","family","genus","species","collector","AI_ERROR","AI_verbatim","AI_barcode","AI_collector","AI_collectorNumber","AI_collector1","AI_collector2","AI_collector3","AI_collector4","AI_collectionDate","AI_collectionYYYY","AI_collectionMM","AI_collectionDD","AI_family","AI_genus","AI_species","AI_taxon_name","AI_altitude","AI_altitudeUnit","AI_country","AI_stateProvinceTerritory","AI_location","AI_latitude","AI_longitude","AI_language","AI_specimenNotesSpanish","AI_specimenNotesEnglish","collectionNumber","AI_collectoinNumber"
"V0204206F","511","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca",,"Puente Cumbil-Llama; Prov. Chota","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"850",,"338011","315846","0","0","0",,,,,,"15920","17","3","1997",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 07:26:08","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/714/444/V0204206F.jpg","0","2024-07-27 10:00:14","1000-01-01 00:00:00","0","44306","ANAC.","Loxopterygium","huasango",,"OK","HERBARIO HAO
UNIVERSIDAD ANTONIO ORREGO
TRUJILLO - PERU
Loxopterygium huasango Spruce ex Engler
ANAC.
Det.por_______________________________ __________
N.Valgar. 'hueltaico'
Hábito: Árbol en fructificación
Procedencia:
Puente Cumbil - Llano ________ __________ ________
Prov. Chota Dpto. Cajamarca
Hábitat: ladera rocosa
Altitud: 950 m.s.n.m.
Legit.: A. Sagástegui A. & S. Leiva G. &
V. Quipuscoa
N° 15932
Fecha: 17-MAR-1997
No. 2198919
FIELD MUSEUM
OF
NATURAL HISTORY","2198919","none","15932","A. Sagástegui A.","S. Leiva G.","V. Quipuscoa","none","17-Mar-1997","1997","3","17","ANAC.","Loxopterygium","huasango","Loxopterygium huasango Spruce ex Engler","950","m.s.n.m.","none","Cajamarca","Puente Cumbil - Llano","none","none","Spanish","Árbol en fructificación","Tree in fruiting",,
"V0218733F","510","1","0","0","0","0","0","0","0","0","0","0","219",,"La Libertad",,"Prov. Pataz, road Huancaspata to Sihuas (Ancash), descent towards the Maranon river","0","0",,,,,,,,,,,,,,,,,"S 08° 30,054'","W 077°17,950'",,"1","0",,"2714",,"262309","0","0","0","0",,"Ch. Schwarzer",,,,"8025","25","4","2004",,,,"25.04.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 06:34:02","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/669/431/V0218733F.jpg","0","2024-07-30 17:04:39","1000-01-01 00:00:00","0","696102","Lythraceae","Lourtella","resinosa",,"OK","Plants from Peru
Lourteigia resinosa S. Graham et al.
Lythraceae
Peru, Depto. La Libertad. Prov. Pataz, road Huanacaspita to Sihuas (Ancash), descent towards the Maranon river, 8°05'04.5""S, 77°07'19.5""W, 2714 m. Scrub forest with Arnaldoa. Subdominant at this elevation, very abundant and in full flower. Collected 25.4.04
M. Weigend & Ch. Schwarzer 8025
Collected for the Institute of Biology - Systematic Botany and Phytogeography, University of Heidelberg (HEID) in collboration with the Universidad Nacional de San Augustin (UNSA), the Universidad Nacional Mayor de San Marcos (USM) and the Universidad Nacional Mayor de Trujillo (HUT).","2284751","M. Weigend & Ch. Schwarzer","8025","M. Weigend","Ch. Schwarzer","none","none","25.4.04","2004","4","25","Lythraceae","Lourteigia","resinosa","Lourteigia resinosa","2714","m","Peru","La Libertad","Prov. Pataz, road Huanacaspita to Sihuas (Ancash), descent towards the Maranon river","8°05'04.5""S","77°07'19.5""W","none","Scrub forest with Arnaldoa. Subdominant at this elevation, very abundant and in full flower.","Scrub forest with Arnaldoa. Subdominant at this elevation, very abundant and in full flower.",,
"V0133790F","509","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Provincia: Maynas. Mishana, Río Nanay, half-way between Iquitos and Santa Maria de Nanay","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"180","ca. 180 m.","328768","0","0","0","0",,"C. Diaz","J. Ruiz C.",,,"22430","30","5","1978",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-05-31 09:35:37","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/566/631/V0133790F.jpg","0","2024-06-05 09:56:19","1000-01-01 00:00:00","0","730053","MELASTOMATACEAE","Loreya","umbellata",,"OK","PERU
Loreto
Family: MELASTOMATACEAE
Loreya umbellata (Gleus.) Wurd.
det. wud.
Provincia: Maynas. Mishana, Río Nanay, half-way between Iquitos and Santa Maria de Nanay, non-inundated upland forest on white sand, trail to campamento 1, alt. ca. 180 m.
Transect 4.
Treelet 1m dbh, sterile.
A. Gentry, C. Díaz, & J. Ruiz C.
22430
30 May 1978
field museum of natural history
No. 2117580","2117580","A. Gentry, C. Díaz, & J. Ruiz C.","22430","A. Gentry","C. Díaz","J. Ruiz C.","none","30 May 1978","1978","5","30","MELASTOMATACEAE","Loreya","umbellata","Loreya umbellata","180","m","PERU","Loreto","Provincia: Maynas. Mishana, Río Nanay, half-way between Iquitos and Santa Maria de Nanay, non-inundated upland forest on white sand, trail to campamento 1","none","none","Spanish","Treelet 1m dbh, sterile.","Treelet 1m dbh, sterile.",,
"V0223566F","508","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Mishuyacu, near Iquitos","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"100",,"35476","0","0","0","0",,,,,,"654",,"12","1929",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 06:36:49","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/730/908/V0223566F.jpg","0","2024-07-31 00:40:02","1000-01-01 00:00:00","0","701025",,"Lophopterys","peruviana",,"OK","HERBARIUM OF THE UNIVERSITY OF MICHIGAN
Lopezotocyes peruviana W.R. Anderson
Determined by W.R. Anderson 1983
613561
HERBARIUM
FIELD MUSEUM
PLANTS OF PERU
Liana; fls. yellow.
Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest
Dec. 1929
No. 654
G. Klug, Collector","613561","G. Klug","654","G. Klug","none","none","none","Dec. 1929","1929","12","none","none","Lopezotocyes","peruviana","Lopezotocyes peruviana","100","meters","Peru","Loreto","Mishuyacu, near Iquitos","none","none","Spanish","Liana; fls. yellow. Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest","Liana; flowers yellow. Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest",,
"V0177398F","507","1","0","0","0","0","0","0","0","0","0","0","219",,"Lambayeque",,"Prov.: Ferrenafe; Ca. 7 km NW of Incahuasi; near Cerro Punamachay on trail to Laguna Hualtaco.","0","0",,,,,,,,,,,,,,,,,,,,"1","0","3550","3300",,"260675","0","0","0","0",,"D. Skillman",,,,"4142","16","11","1984",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 04:24:56","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/626/343/V0177398F.jpg","0","2024-07-27 08:57:30","1000-01-01 00:00:00","0","1044316","PROTEACEAE","Lomatia","hirsuta",,"OK","PLANTS OF PERU 
 Field Museum of Natural History 
 DEPART: LAMBAYEQUE 
 PROV: FERREÑAFE 
 PROTEACEAE 
 Lomatia hirsuta (Lam.) Diels 
 Ca. 7 km NW of Incahuasi; near Cerro Punamachay on trail to Laguna Hualtaco. Jalca formation dominated by Stipa grass. 3300-3550 m 
 Shrub to 3 m; fls. white. Preserved flrs. in EtOH 
 Inflorescences yield dark brown dye. 
 16 Nov 1984 
 M. O. Dillon & D. Skillman 4142 
 Plants collected under the sponsorship of the National Geographic Society. 
 Distributed by Field Museum of Natural History 
 No 1954757 
 FIELD MUSEUM OF NATURAL HISTORY","1954757","M. O. Dillon & D. Skillman","4142","M. O. Dillon","D. Skillman","none","none","16 Nov 1984","1984","11","16","PROTEACEAE","Lomatia","hirsuta","Lomatia hirsuta (Lam.) Diels","3300-3550","m","none","Lambayeque","Ca. 7 km NW of Incahuasi; near Cerro Punamachay on trail to Laguna Hualtaco. Jalca formation dominated by Stipa grass.","none","none","Spanish","Arbusto de 3 m; fls. blancas. Flrs. preservadas en EtOH
 Las inflorescencias rinden tinte marrón oscuro.","Shrub to 3 m; fls. white. Preserved flrs. in EtOH
 Inflorescences yield dark brown dye.",,
"V0183182F","506","1","0","0","0","0","0","0","0","0","0","0","219",,"Ancash",,"Huaraz Prov, Huascarán National Park, Quebrada Churup","1","0","9","29",,"S","77","26",,"W",,,,,,,,,,,,"1","0","4260","3890",,"162392","304131","118815","0","0",,,,,,"9612","19","2","1985",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 05:33:32","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/635/862/V0183182F.jpg","0","2024-07-27 09:23:02","1000-01-01 00:00:00","0","360303","Campanulaceae","Lobelia","nana",,"OK","Peru
Campanulaceae
Lobelia nana HBK.
Ancash, Huaraz Prov., Huascarán National Park, Quebrada Churuip (77°26’W, 9°291’S) 3890-4200m. Puna grassland with intermittent dwarf woods of Polylepis weberbaueri, bottoms with Plantago rigida bogs.
Prostrate herb; stoloniferous, fls.
DNSmith, R. Valencia, A. Gonzales 9612
19 February 1985
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","1977192","DNSmith, R. Valencia, A. Gonzales","9612","DNSmith","R. Valencia","none","A. Gonzales","19 February 1985","1985","2","19","Campanulaceae","Lobelia","nana","Lobelia nana HBK","3890-4200","m","Peru","Ancash, Huaraz Prov.","Huascarán National Park, Quebrada Churuip","none","none","Spanish","Puna grassland with intermittent dwarf woods of Polylepis weberbaueri, bottoms with Plantago rigida bogs. Prostrate herb; stoloniferous, fls.","Puna grassland with intermittent dwarf woods of Polylepis weberbaueri, bottoms with Plantago rigida bogs. Prostrate herb; stoloniferous, fls.",,
"V0183093F","505","1","0","0","0","0","0","0","0","0","0","0","219",,"Arequipa",,"Yura","0","0",,,,,,,,,,,,,,,,,,,,"2","0",,"8400",,"321404","0","0","0","0",,,,,,"s.n.","10","8","1939",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 05:30:43","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/635/774/V0183093F.jpg","0","2024-07-27 09:22:40","1000-01-01 00:00:00","0","359769",,"Lobelia","decurrens",,"OK","Revision of Lobelia sect. Homochilus A. DC. Herbarium of the University of Wisconsin Oshkosh (OSH) Lobelia decurrens Cav. subsp. decurrens Thomas G. Lammers 28-31 July 2003 1013571 HERBARIUM FIELD MUSEUM PLANTS OF PERU Lobelia decurrens Cav. Mapiriiles Expedition of Field Museum of Natural History Yura, Dept. Arequipa, 2400 ft KARL P. SCHMIDT Aug 10 1939","1013571","Karl P. Schmidt","none","none","none","none","none","Aug 10 1939","1939","8","10","none","Lobelia","decurrens","Lobelia decurrens Cav. subsp. decurrens","2400","ft","Peru","Arequipa","Yura, Dept. Arequipa","none","none","English","none","none",,
"V0196423F","504","1","0","0","0","0","0","0","0","0","0","0","219",,"Lima",,"On the Pan American Highway, km. 78 north of Lima, 2 km. east of the km.-stone, Lomas de San Juan San Cayetano de Chancayllo.; Province of Chancay","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"100","ca. 100 m.","287610","0","0","0","0",,,,,,"6297","27","8","1964",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 06:05:59","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/636/281/V0196423F.jpg","0","2024-07-27 09:38:06","1000-01-01 00:00:00","0","685484",,"Loasa","nitida",,"OK","The Field Museum
6297 Set 1 UC, F, R duplicates: USM, UF, F, NY, MO
University of California Seventh Botanical Garden Expedition to the Andes, 1963-1964 Collector: Paul C. Hutchison
Peru Loasa nitida Desr. (sect. Macrospermum) det. W. L. Thompson, 1966 Herb 1/2 m. Flower orange. Collectors: M. Weigend, November 1998
35 mi. north of Lima, ca. 1 km. east of the 1 km stone, Lomas de San Juan San Cayetano de Chaclayo. Altitude ca. 100 m. Province of Chancay, Department of Lima.
Field Museum of Natural History
1641944
Loasa nitida Desr. det. M. Weigend, November 1998
Institut für Systematische Botanik München Sample removed for DNA analysis by Huford-WS (11/2001)","1641944","none","6297","Paul C. Hutchison","M. Weigend","none","none","19640817","1964","8","17","none","Loasa","nitida","Loasa nitida Desr.","100","m","Peru","Lima","35 mi. north of Lima, ca. 1 km. east of the 1 km stone, Lomas de San Juan San Cayetano de Chaclayo","none","none","Spanish","Herb 1/2 m. Flower orange.","Herb 1/2 m. Flower orange.",,
"V0273075F","503","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca",,"Prov. Cajamarca. Entre Namora y Matara, quebrada del río Chilacat.","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"2770",,"0","0","0","0","0","I. Sánchez Vega",,,,,"2873","13","8","1982",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 10:23:43","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/916/304/V0273075F.jpg","0","2024-07-29 07:36:28","1000-01-01 00:00:00","0","1161978","SAPINDACEAE","Llagunoa","nitida",,"OK","No 2190593
FIELD MUSEUM OF NATURAL HISTORY
PLANTAS DEL PERÚ
Universidad Nacional de Cajamarca (CPUN)
SAPINDACEAE
Llagunoa nitida R. & P.
Depto. Cajamarca: Prov. Cajamarca. Entre Namora y Matara, quebrada del río Chilloact. Alt. 2770 m En los bordes de campos de cultivo.
Arbusto, hojas de borde aserrado, envés de pubescencia suave, flores axilares. Escaso.
13 Aug 1982
I. Sánchez Vega        2873
","none","I. Sánchez Vega","2873","I. Sánchez Vega","none","none","none","13 Aug 1982","1982","8","13","SAPINDACEAE","Llagunoa","nitida","Llagunoa nitida R. & P.","2770","m","Perú","Cajamarca","Entre Namora y Matara, quebrada del río Chilloact. En los bordes de campos de cultivo.","none","none","Spanish","Arbusto, hojas de borde aserrado, envés de pubescencia suave, flores axilares. Escaso.","Shrub, leaves with serrated edges, underside with soft pubescence, axillary flowers. Scattered.",,
"V0312770F","502","1","0","0","0","0","0","0","0","0","0","0","219",,"Ancash",,"Prov. Huaylas, Cordillera Negra, road (Caraz to) Huaylas to Jimbe across the Cordillera Negra, after passing through Huamanyaco","0","0",,,,,,,,,,,,,,,,,"S 08° 51,416'","W 077°57,630'",,"1","0",,"4192",,"262309","0","0","0","0",,"Ch. Schwarzer",,,,"8060","29","4","2004",,,,"29.04.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 08:17:15","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/889/022/V0312770F.jpg","0","2024-07-30 08:53:13","1000-01-01 00:00:00","0","295417","Boraginaceae","Lithospermum","gayanum",,"OK","The Field Museum
Plants from Peru
Lithospermum cf. gayanum (Wedd.) I.M. Johnst.
Boraginaceae
Peru. Depto. Ancash. Prov. Huaylas, Cordillera Negra, road (Caraz to Huaylas to) Jimbac across the Cordillera Negra; after passing through Humanayoa, S 08° 51.416', W 077° 53.470', 4192 m.
Wet Puna-vegetation, dominated with grasses and introduced herbs, with scattered boulders, rock-faces and rock-ridges. Rock-outcrop, shallowly covered with soil, together with cleistogamous Viola, Ephedra.
Collected 29.04.04
M. Weigend & Ch. Schwarzer 8060
Collected for the Institute of Biology - Systematic Botany and mycologie and Museum (Herbarium Berolinense) belonging to the Humboldt University of Berlin (B), the Herbarium of University Marin Sanmarco (US) in Lima, Universidad Nacional Mayor de San Marcos (herbarium USM), Universidad Nacional Mayor de San Marcos (MOL), Universidad Nacional mayor de San Marcos (HUT)
No. 2284738
FIELD MUSEUM OF NATURAL HISTORY","2284738","M. Weigend & Ch. Schwarzer","8060","M. Weigend","Ch. Schwarzer","none","none","29.04.04","2004","4","29","Boraginaceae","Lithospermum","cf. gayanum","Lithospermum cf. gayanum (Wedd.) I.M. Johnst.","4192","m","Peru","Ancash","Prov. Huaylas, Cordillera Negra, road (Caraz to Huaylas to) Jimbac across the Cordillera Negra; after passing through Humanayoa","08° 51.416' S","077° 53.470' W","Spanish","Wet Puna-vegetation, dominated with grasses and introduced herbs, with scattered boulders, rock-faces and rock-ridges. Rock-outcrop, shallowly covered with soil, together with cleistogamous Viola, Ephedra.","Wet Puna-vegetation, dominated with grasses and introduced herbs, with scattered boulders, rock-faces and rock-ridges. Rock-outcrop, shallowly covered with soil, together with cleistogamous Viola, Ephedra.",,
"V0173704F","501","1","0","0","0","0","0","0","0","0","0","0","219",,,,"Department of Cuzco, Province of Urubamba; Pojpoj waterfall.","1","0","13","23",,"S","72","3",,"W",,,,,,,,,,,,"1","0",,"3360",,"105481","172030","328414","315667","149466",,,,,,"1800","25","1","1982",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 03:53:57","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/621/136/V0173704F.jpg","0","2024-07-27 08:46:02","1000-01-01 00:00:00","0","682718","Linac","Linum","polygaloides",,"OK","THE UNIVERSITY OF TEXAS AT AUSTIN (TEX)
Linum polygaloides Planchon
Phytologia 83:143-150 det J.R. McNeill 2011
PLANTS OF PERU
Ethnoecological Studies of Chinchero
Department of Cuzco, Province of Urubamba
No. 1800 Linum oligophyllum (WILLD.)
ber. G.J. Worzsql 1968
Podpoq waterfall. Some small to large trees
present. Approx 13°03'S., 72°03'W.
Low herb growing among grasses on steep
slope. Petals yellow. Fruit a capsule.
n.v. not known
coll. W. Davis, E. Frangrqemi, C. Frangrqemi,
S. King, C. Sperling
Elev. 3360 m
Coll. Date: 25 Jan. 1982
EARTHWATCH EXPEDITION 1982
1900238
FIELD MUSEUM
OF
NATURAL HISTORY
VOUCHER
SPECIMEN","1900238","none","No. 1800","W. Davis","E. Frangrqemi","C. Frangrqemi","S. King, C. Sperling","25 Jan. 1982","1982","1","25","Linac","Linum","polygaloides","Linum polygaloides Planchon","3360","m","Peru","Cuzco","Podpoq waterfall","13°03'S","72°03'W","Spanish, English","Podpoq waterfall. Some small to large trees present. Approx 13°03'S., 72°03'W. Low herb growing among grasses on steep slope. Petals yellow. Fruit a capsule. n.v. not known","Podpoq waterfall. Some small to large trees present. Approx 13°03'S., 72°03'W. Low herb growing among grasses on steep slope. Petals yellow. Fruit a capsule. n.v. not known",,
"V0173685F","500","1","0","0","0","0","0","0","0","0","0","0","219",,"Junin",,"Mito","0","0",,,,,,,,,,,,,,,,,,,,"2","0",,"9000","About 9000 Ft.","0","0","0","0","0","Macbride","Featherstone",,,,"1410","8","7","1922","22","7","1922",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 03:50:41","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/621/116/V0173685F.jpg","0","2024-07-27 08:42:05","1000-01-01 00:00:00","0","682669",,"Linum","oligophyllum",,"OK","THE UNIVERSITY OF TEXAS AT AUSTIN (TEX)
Linum oligo phyllum <nr. Wild. & Schult.
Phytologia 33:241-250 Mar. 6, 1987 det J.R. McDill 2011
517912
HERBARIUM FIELD MUSEUM
THE GENUS LINUM IN SOUTH AMERICA
Linum oligo phyllum Wild.
ROLAND MILDNER WAYNE STATE UNIVERSITY
PLANTS OF SOUTH AMERICA
Collected on the Cipó, Marsh ill Field Fund.
7416
Linum
Grassy northeastern slope
About 9000 ft. Red. yellows, on theris.
JULY 8-22, 1922
COLL. MACBRIDE & FEATHERSTONE
PERU
Dept. Junin
MITO","517912","MACBRIDE & FEATHERSTONE","7416","MACBRIDE","FEATHERSTONE","none","none","JULY 8-22, 1922","1922","7","none","none","Linum","oligophyllum","Linum oligophyllum Wild.","9000","ft","PERU","Dept. Junin","Mito","none","none","English","Ladera noreste cubierta de hierba
Aproximadamente 9000 pies. Rojo. Amarillos, en theris.","Grassy northeastern slope
About 9000 ft. Red. yellows, on theris.",,
"V0255449F","499","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Mishuyacu, near Iquitos","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"100",,"35476","0","0","0","0",,,,,,"804",,"1","1930",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 07:45:05","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/755/317/V0255449F.jpg","0","2024-07-31 01:18:14","1000-01-01 00:00:00","0","14936",,"Lindackeria","paludosa",,"OK","613393
HERBARIUM
FIELD MUSEUM
Flac. Xylophrca
PLANTS OF PERU
Lindackeria myriantha POI
Tree 6m. high; fls. white.
Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest
No. 804 G. King, Collector January, 1930
Lindackeria paludosa (Benth.) Gilg
rev. R. SLEUMER Rijksherbarium (Leiden)
Field Museum of Natural History 1976","613393","G. King","804","none","none","none","none","January, 1930","1930","1","none","Flacourtiaceae","Lindackeria","myriantha","Lindackeria myriantha","100","meters","Peru","Loreto","Mishuyacu, near Iquitos","none","none","Spanish","Tree 6m. high; fls. white. Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest","Tree 6m high; flowers white. Dept. Loreto: Mishuyacu, near Iquitos, alt. 100 meters; forest",,
"V0255404F","498","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Maynas: Dtto. Iquitos. Río Nanay below Bellavista, Carretera de Picuruyacu","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"87893","0","0","0","0",,,,,,"2178","20","4","1976",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 07:27:47","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/755/272/V0255404F.jpg","0","2024-07-29 07:09:17","1000-01-01 00:00:00","0","14931",,"Lindackeria","maynensis",,"OK","The Field Museum PLANTS OF PERU Department of Loreto Lindackeria maynensis P. & E. Maynas: Dtto. Iquitos. Río Nanay below Bellavista, Carretera de Picuruyacu, sandy uplands, 8 m, flr. green. April 20, 1976 Manuel Rimach Y. 2178 _1801268 FIELD MUSEUM OF NATURAL HISTORY","1801268","Manuel Rimach Y.","2178","Manuel Rimach Y.","none","none","none","April 20, 1976","1976","April","20","none","Lindackeria","maynensis","Lindackeria maynensis P. & E.","8","m","Peru","Department of Loreto","Maynas: Dtto. Iquitos. Río Nanay below Bellavista, Carretera de Picuruyacu, sandy uplands","none","none","English","flr. green","flr. green",,
